Title,Company,Company_ratings,Skills,Experience,City,Salary,Post_date
Senior Algorithmic Trader - Cryptocurrency,Capgemini,3.7,Structured productsC++Project financePerformance managementinvestment portfolioAnalyticalVenture capitalStrategic alliances,7-8 Yrs,"Hyderabad, Nagpur",,3+ weeks ago
Assistant Vice President (AVP) - AI/ML Technologies,Virtusa,3.7,Product managementComputer scienceCloud computingData analysisProject managementAgileRisk managementMonitoring,3-8 Yrs,"Hyderabad, Bengaluru",,3+ weeks ago
Sr . Data Scientist,Amgen Inc,2.7,Computer visionClaimsCodingNeural networksMachine learningAlgorithm developmentData structuresOpen source,12-17 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Pepsico,4,ERPData analysisSASSimulationAnalyticalMachine learningHealthcareData mining,9-12 Yrs,Hyderabad,,3+ weeks ago
Principal Data Engineer Data & Analytics,AWL Agri Business Ltd,4,Supply chainArchitectPerformance tuningSAPData modelingCodingdata visualizationSQL,7-12 Yrs,Hyderabad,,3+ weeks ago
Principal Data Scientist,Amgen Inc,2.7,Analytical skillsdata scienceMachine learningNatural language processingResearchbig dataMATLABAnalytics,5-10 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,3+ weeks ago
Sr. Data Scientist,Amgen Inc,2.7,Computer visionBackendNoSQLGCPDjangoMySQLMachine learningNatural language processing,8-14 Yrs,Hyderabad,,3+ weeks ago
Senior Data Scientist,Collective S,4.8,Condition monitoringAerospaceMachine learningData collectionData miningInformation technologyAnalyticsSQL,8-10 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,3+ weeks ago
Lead Solutions Architect,Pepsico,4,AutomationArchitectureTechnical designMachine learningCloudAgileUnit testingApplication software,12-15 Yrs,Hyderabad,,3+ weeks ago
Innovation Architect - Modern Workplace,Lloyds Technology Centre,3.5,ArchitectERPSOANetwork securityWorkflowHealthcareCustomer serviceOracle,8-13 Yrs,Hyderabad,,3+ weeks ago
Principal IS Architect,NTT DATA,3.8,Data managementBusiness analysisCodingProject managementDisaster recoveryAgileTroubleshootingInformation technology,0-2 Yrs,Hyderabad(Miyapur +3),,3+ weeks ago
Senior Data Engineer,Prudent Globaltech Solutions,4.1,Computer sciencePerformance tuningData analysisData modelingCodingData processingWorkflowOncology,0-1 Yrs,Hyderabad(JNTU),,3+ weeks ago
Customer Support Engineer,IBM,3.9,Technical SupportCustomer supportTechnical,2-3 Yrs,"Hyderabad(Kukatpally Housing Board Colony), Kakinada",,3 weeks ago
Process Associate,Innocito,4.3,Communication SkillsFluent EnglishUs Tax ReturnUs Voice ProcessInternational Voice ProcessVoice processUs TaxProcess,0-4 Yrs,Hyderabad(HITEC City +4),,4 days ago
"Mega Walkin Drive@ Examity-Malkajgiri, 5 Days Work,Free Food &Cab",H J Software,3,Blended ProcessEmail SupportExcellent Verbal And Written Communication SkillsInternational Technical SupportInternational Chat ProcessInternational Semi VoiceChat SupportInternational Process,0-1 Yrs,Hyderabad(KPHB),,1 week ago
Customer Care Executive,Egnify Technologies,3.2,Fluent EnglishBpo Customer ServiceHindi SpeakingVoice ProcessHindi Call CenterCommunication SkillsBpo VoiceTelecalling,0-4 Yrs,Hyderabad(Kukatpally),,3+ weeks ago
Technical Support Analyst,Crisil,3.5,U.S. medical insurance verificationspot gapspayer rulesplan typeslog analysis is a plus.clearinghouses and payer portalsinsurance typesand drive resolution with cross-functional teams,0-1 Yrs,Hyderabad(JNTU),,2 weeks ago
Customer Support Executive@Hyderabad,Cognizant,3.6,BPOCustomer SupportBlended ProcessCustomer ServiceInternational Call CenterSemi VoiceVoice ProcessKPO,1-3 Yrs,Hyderabad,,1 day ago
Bpo Executive,Aveva,4,Domestic CallingEnglishTeluguBpo Customer ServiceDomestic Voice ProcessBpo VoiceHindiBPO,5-8 Yrs,Hyderabad,,1 week ago
Domestic Voice Process | 6 Months - 1+ Year | Kukatpally,Virtusa,3.7,Englishdomestic bpoDomestic Voice ProcessHindiHindi Call CenterCustomer SupportCallingDomestic,0-2 Yrs,Hyderabad,,2 days ago
US Tax Associate,Pepsico,4,Good Communication In EnglishVoice ProcessEnglishTeluguVoice SupportInternational Voice ProcessCommunication skillsVoice,0-5 Yrs,Hyderabad(Nacharam +6),,3+ weeks ago
Data Scientist (US Value & Access Insights),CARBYNETECH,3.6,forecastingmlopsalgorithmspythondata analyticsdata miningpredictive analyticsai,9-14 Yrs,Hyderabad(Nizampet),,1 week ago
Business Analyst,Victrix Systems And Labs,4.6,project managementrisk assessmentpythonc++data analyticsdata analysismanagement skillsdata warehousing,10-16 Yrs,Hyderabad(HITEC City +1),,3+ weeks ago
Data Scientist,Aganitha Cognitive Solutions,3.9,deep learningdata scienceArtificial IntelligenceData collectionPackagingData analyticsPythonTesting,8-13 Yrs,Hyderabad,,1 day ago
Store Incharge / Pharmacist (Generic Medicines Retail),Tata Consultancy Services,3.3,Retail PharmacyPharmacistBilling & Cash HandlingStock ManagementDispensingDispatchPharmacy ComplianceStores,5-10 Yrs,Hyderabad(Kukatpally),,1 day ago
Bench Sales Manager / Sr. Lead,IBM,3.9,Team LeadingTeam ManagementTeam HandlingSalesTeamManagementHandlingLeadership,8-12 Yrs,Hyderabad(Kukatpally),,3 weeks ago
US Contracts Lead / Manager,IBM,3.9,Contracts ManagerSOWUS Contracts ManagerSubcontractorsContract ComplianceContract ManagementNDAContract Negotiations,5-7 Yrs,Hyderabad,,3 weeks ago
EY - GDS Consulting - AI And DATA - Data Analyst - Manager,IDESLABS,3.7,data analystpythondata analyticsdata analysispredictive analyticsaipower bimachine learning,5-7 Yrs,Hyderabad,,1 day ago
Senior Accountant,Ltimindtree,3.6,strong documentationTallyTDSAudit ComplianceTaxationStatutory AuditGstStatutory Compliance,0 Yrs,Hyderabad(Kukatpally Housing Board Colony),,2 weeks ago
Senior Veeva Technical Specialist / Technical Architect,Globant,3.4,Veeva CrmVeeva VaultVeevaApexSalesforce CRMEnglishHindiVault,0 Yrs,Hyderabad(Pocharam +4),,Few hours ago
Data Scientist-Artificial Intelligence,Capgemini,3.7,data scientistalgorithmspythondata analyticsdata pipelinesai solutionsaienterprise applications,0 Yrs,Hyderabad(Vanasthalipuram +25),,1 week ago
Data Scientist-Artificial Intelligence,IntouchCX,2.7,data scientistalgorithmspythondata analyticsdata pipelinesai solutionsaienterprise applications,0-2 Yrs,Hyderabad(Kukatpally),,3 weeks ago
USA Taxation-Voice Process,Pepsico,4,Inbound ProcessBlended ProcessCustomer SupportInternational Voice ProcessCustomer ServiceVoice ProcessInternational ProcessInternational BPO,0 Yrs,Hyderabad(Pocharam +2),,3+ weeks ago
Voice Process Executive,LLP S3bglobal Technologies,4.4,Bpo Customer ServiceInternational Voice ProcessDomestic Voice ProcessCustomer serviceInternationalDomesticVoice processVoice,0-4 Yrs,Hyderabad(Kukatpally),,3+ weeks ago
International Sales Executive,Tata Consultancy Services,3.3,US SalesBpo Customer ServiceInternational Call CenterSemi VoiceOutbound ProcessVoice ProcessVoice SupportUS Process,0-2 Yrs,Hyderabad(Kukatpally),,3+ weeks ago
Phone Banking Officer,Newbie Soft Solutions,3.9,Communication SkillsTamil Voice ProcessTamilVoice processPhone bankingProcessVoice,1-3 Yrs,Hyderabad(Kukatpally),,3+ weeks ago
Voice Process Executive - Fresher - Work from office,Freshworks,3.4,Good English CommunicationFresher HiringVoice ProcessDomestic Voice ProcessBpo VoiceDomestic VoiceCommunication skillsBPO,1-5 Yrs,Hyderabad(Kukatpally),,3 weeks ago
Customer Support Executive (Cibil process),Diverse Lynx,3.5,Inbound Voice ProcessExcellent Communication In EnglishFluent English & HindiVoice processFluentEnglishHindiProcess,0-1 Yrs,Hyderabad(Nizampet),,3 weeks ago
Inbound Process Customer Care Executive,Cognizant,3.6,Active listeningVoice ProcessGood communication skillsCustomer careProcessInbound processVoiceCommunication skills,4-9 Yrs,Hyderabad(HITEC City +3),,3 weeks ago
Domestic Voice Process Executive,Kloudportal Technology Solutions,4.8,Communication SkillsFluency in Hindi/ English.DomesticHindiDomestic Voice ProcessVoiceProcessEnglish,8-12 Yrs,Hyderabad(Medak),,3+ weeks ago
Customer Care Executive,Algoleap Technologies,4.3,Communication SkillsCustomer CareVoice ProcessVoiceProcess,0-2 Yrs,Hyderabad(KPHB),,2 weeks ago
Engineer / Technical Executive,CARBYNETECH,3.6,Service EngineeringField ServiceTechnical ServicesTechnicalFieldEngineeringServicing,2-4 Yrs,Hyderabad(Miyapur +2),,3+ weeks ago
Hiring For Territory Business Manager - Rupeek - Gold Loans Hyderabad,Indian Institute of Technology Delhi (IIT Delhi),4.2,Team ManagementTeam HandlingGold AppraisingGold LoanAppraisalGoldTerritoryManagement,3-7 Yrs,Hyderabad,,2 weeks ago
Plant HR Assistant Manager / Deputy Manager (Statutory Compliance),Hanker Systems (india),3.9,Labour ContractComplianceIR IssuesLWFFactory ActPF ActESI ActContracts,10-15 Yrs,Hyderabad(Medak),,2 weeks ago
Sales Executive,Hanker Systems (india),3.9,JewelleryRetail SalesJewelrySalesShowroom SalesGoldRetail OutletsSales Promotion,5-9 Yrs,Hyderabad,,3 weeks ago
teacher and cordinator,Otis,4.1,BedCBSELesson PlanningPre PrimaryPreschoolTeachingCurriculum DevelopmentCommunication Skills,10-20 Yrs,Remote,,2 days ago
Data Scientist,Tata Consultancy Services,3.3,pythonscikit-learntensorflowpytorchmlalgorithmsdata analysisdata analytics,5-10 Yrs,"Hyderabad, Pune, Greater Noida",,3 weeks ago
Manager (HR-Admin and IR & Safety),Spotflock Technologies,2.5,Grievance HandlingLabour LawsContract Labour ManagementFactory HrPlant HrStatutory ComplianceManagementHrsd,6-11 Yrs,"Hybrid - Hyderabad, Chennai, Delhi / NCR",,3+ weeks ago
Data Engineer,Openpixel Web Solutions,4.3,data engineerhivekubernetessprintchange managementsqlgitpostgresql,7-10 Yrs,Hyderabad,,1 day ago
HIring Data Scientist Architect_Remote,Openpixel Web Solutions,4.3,Data ScienceArtificial IntelligenceMachine LearningDeep LearningChatbotHiringIntelligenceScience,1-6 Yrs,Hyderabad,,2 weeks ago
Gen AI Engineer,Han Digital Solution,2.6,Generative AiArtificial IntelligenceMachine LearningMlPythonData ScienceNatural Language ProcessingLLM,6-9 Yrs,Hyderabad,,1 day ago
Data Scientist,S&P Global Market Intelligence,4,Predictive ModelingData ScienceArtificial IntelligenceNatural Language ProcessingDeep LearningStatistical ModelingMachine LearningPredictive,2-5 Yrs,Hyderabad,,3 weeks ago
Business Analyst,EY,3.4,business analystconfluencedata analyticssoftware developmentaipower bianalyticsbi tools,3-7 Yrs,Hyderabad,,1 day ago
Data Scientist,Genpact,3.6,pythondata analyticspresentation skillsstory writingdata sciencenatural language processingscikit-learnpower bi,1-6 Yrs,Hyderabad,,1 week ago
"Program Manager - Data Scientist, Sensory and Consumer Experience",Amgen Inc,2.7,data scientistdata analyticsdata analysisuser storiesresearchanalyticsdata qualityproject manager,3-5 Yrs,Hyderabad,,1 day ago
Data Scientist,CARBYNETECH,3.6,GCPAimlArtificial IntelligenceApi Design And DevelopmentMachine LearningSQLDesignDesign development,3-6 Yrs,Hyderabad,,2 days ago
Data Scientist (US Value & Access Insights),Motivity Labs,3,data scientistkubernetespythonforecastingdata miningpredictive analyticsairflowai,6-11 Yrs,Hyderabad,,2 days ago
ML Engineer,Haier Appliances,3.9,algorithmspythonnatural language processingscikit-learnneural networksmachine learningartificial intelligencedeep learning,4-6 Yrs,Hybrid - Hyderabad,,1 day ago
Principal Machine Learning Engineer,LRR Technologies,3.5,pythonpresentation skillscontainerizationjavatroubleshootingkubernetessemanticgithub,3-5 Yrs,Hyderabad,,2 days ago
Data Scientist,S&P Global Market Intelligence,4,Data ScienceData PipelineStatistical ModelingDeep LearningPythonDashPower BiStatistical Tools,5-8 Yrs,Hyderabad,,2 weeks ago
Data Science Scientist,Walking Tree,3.3,advanced analyticsData analysisdata scienceArtificial IntelligenceMachine learningData qualityBusiness intelligencePython,4-7 Yrs,Hyderabad(Madhapur),,2 weeks ago
Data Scientist,Mostedge,3.1,Data ScienceArtificial IntelligencePythonSQLMachine LearningDeep LearningScienceMachine,3-7 Yrs,Hyderabad,,1 week ago
Data Scientist,Paradise Food Court,3.8,data scientistalgorithmspythongenerative aimachine learning frameworksaimachine learningprogramming languages,5-10 Yrs,Hyderabad,,1 week ago
Data Scientist,eSolutionsFirst,4,pythondata analyticsdata analysisnatural language processingdata miningmethodsdata architecturemachine learning,7-12 Yrs,Hyderabad,,Today
Data Scientist,Han Digital Solution,2.6,Data ScienceRArtificial IntelligenceNatural Language ProcessingAimlLLMMachine LearningPython,4-7 Yrs,Remote,,1 day ago
Data Scientist-Artificial Intelligence,Amgen Inc,2.7,data scientistpythonai solutionsai frameworksaicloud platformsmachine learningartificial intelligence,6-11 Yrs,Hyderabad,,Today
AI Data Scientist,Blend360 India,3,Data ScienceAIPythonAzure Machine LearningMachine LearningMlazureArtificial Intelligence,15-20 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,2 weeks ago
Lead ML Engineer/ Data Scientist,Accenture,3.7,OpencvNatural Language ProcessingMachine Learning OperationsComputer VisionDeep LearningMlDataOperations,7-9 Yrs,Hyderabad,,1 week ago
AI Engineer or Data scientist (Azure AI and Generative AI),Amgen Inc,2.7,AzureGenerative AiArtificial IntelligenceAzure data bricksMachine Learningcosmos DBDeep LearningDb,2-5 Yrs,Hyderabad,,3+ weeks ago
Lead Data Scientist,Amnet Digital,3.3,Computer sciencedeep learningStatistical analysisdata scienceMachine learningData analyticsData miningMATLAB,4-7 Yrs,"Hyderabad, Bengaluru",,3+ weeks ago
AI/ML/Generative AI Practice Lead,Qualcomm,3.7,Practice LeadArtificial IntelligenceMachine learningMachineIntelligenceMl,2-7 Yrs,Hybrid - Hyderabad,,1 day ago
MLOPS Engineer,Beinex,2.4,cdcontinuous integrationkubernetespythonnatural language processingazure machine learningneural networksaws sagemaker,6-11 Yrs,Hyderabad,,3+ weeks ago
AI Engineer / Data Analyst,Hitachi Digital Services,3.5,Machine learningData AnalystSQLPythonDataData analysisMachineArtificial Intelligence,3-8 Yrs,Hyderabad,,1 week ago
Commercial Data Intelligence Analyst,Accenture,3.7,recruiterdata analysispredictive analyticsaigratuitydatabricksmachine learningelt,8-10 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Virtusa,3.7,data scientistrevenue generationpythonnatural language processingpredictive analyticsainumpymachine learning,3-8 Yrs,Hyderabad,,3 weeks ago
Data Science Scientist,Cognizant,3.6,Data ScienceBusiness IntelligenceArtificial IntelligenceMathematicsMachine LearningStatisticsMarketingRetail,3-6 Yrs,Hyderabad,,3 weeks ago
Data Scientist - Machine Learning / APICS,Capgemini,3.7,Machine LearningData ScienceRNLPNeural networksArtificial IntelligenceDeep LearningPython,8-12 Yrs,Hyderabad,,6 days ago
Data Analyst,HBL ENGINEERING LIMITED,4,HCMChange ManagementBusiness AnalystData MigrationOracle HCMData AnalystData ModelingData Analytics,3-7 Yrs,Hyderabad,,3+ weeks ago
Full Stack Data Scientist,Googleplex,4.4,MiningComputer visionData analysisArtificial IntelligenceMachine learningData processingMonitoringDownstream,3-7 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Saven Technologies,3.4,pythonaccounts payablenatural language processingneural networksauditingaccountingmachine learningartificial intelligence,8-10 Yrs,"Hybrid - Hyderabad, Pune, Chennai",,2 days ago
Tcs hiring For Data Scientist,Cindrebay School Of Fashion & Interior Design,3.7,Data ScienceAzure CloudaiScienceArtificial IntelligenceTCAEDataMicrosoft Azure,4-9 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,2 days ago
Data Scientist-Artificial Intelligence,Foundation Ai,3.5,data scientistkubernetesemerging technologiespythonaibusiness processescloud platformsllm,10-20 Yrs,Hyderabad,,5 days ago
Data Scientist-Artificial Intelligence,Disc Technology Services,4.7,data scientistpythonai solutionsai frameworksaicloud platformsmachine learningartificial intelligence,5-15 Yrs,Hyderabad,,Today
"Data Science Engineer,Azure AI engineer,Azure Machine learning",Caliche,1.7,Azure AiOpenaiAzure Machine LearningGenerative AiData ScienceOpen AIAzure AI ServicesAzure Open AI,6-11 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,3+ weeks ago
Data Scientist - Pan India,Amgen Inc,2.7,Generative AiPythonArtificial IntelligenceNatural Language ProcessingMachine LearningDeep LearningDataMachine,6-11 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,2 weeks ago
Data Scientist,Asky Services Llp,5,Data ScienceArtificial IntelligenceMachine Learning AlgorithmsDeep LearningMlPythonDataScience,7-10 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Tiger Analytics,3.7,algorithmspythonmodelingdata analysisdata analyticsnatural language processingpredictivemachine learning,8-10 Yrs,"Hyderabad, Bengaluru",,1 day ago
Data Scientist - Gen AI,ti Steps,3.9,Prompt EngineeringGenerative AiAzure Open AIPython CodingAzure DevOpsArtificial IntelligenceOpenData,1-5 Yrs,Hyderabad,,6 days ago
Data Scientist,Techcarrot Fz-llc,3.3,Data ScienceGenerative AiPythonNatural Language ProcessingMachine Learning OperationsMachine LearningArtificial IntelligenceData,1-3 Yrs,Hyderabad,,3 weeks ago
Data Scientist,Tata Consultancy Services,3.3,Data ScienceArtificial IntelligenceNatural Language ProcessingMachine LearningPythonPredictive ModelingNeural NetworksComputer Vision,1-6 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,1 day ago
MLOps Engineer,Virtusa,3.7,mlopspythonMachine LearningSQLArtificial IntelligenceMachineIntelligence,4-8 Yrs,Hyderabad,,1 week ago
AI Developer / Data Scientist,Globant,3.4,AlData LakeJavaC++CnnGenerative AiCi Cd PipelineNatural Language Processing,4-8 Yrs,"Hybrid - Hyderabad, Ahmedabad",,2 days ago
Business Analyst,Grid Dynamics,3,google sheetsproject managementmacrosdata analyticsdata analysisdata validationlean six sigmapresentation skills,4-8 Yrs,"Hyderabad, Chennai, Bengaluru",,1 week ago
Data Science Engineer,Cognizant,3.6,machine learningartificial intelligencedata brickssparkmlhivepythonnatural language processing,4-8 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Thriving Springs,4.2,pythonnatural language processingforecastingairflowneural networksmicrosoft azuremachine learningartificial intelligence,9-14 Yrs,Hyderabad,,5 days ago
Machine Learning Engineer,FactSet,3.7,Generative AiAimlPythonMlArtificial IntelligenceMachineMachine learning,4-5 Yrs,Hyderabad,,3+ weeks ago
Data Analyst,Level Ai,2.8,pythonHypothesis TestingMachine LearningsqlHIVERRegressionSPARK,5-10 Yrs,"Hybrid - Hyderabad, Bengaluru",,3+ weeks ago
Data Scientist,Beghou Consulting,3.6,Agentic AiMachine LearningData ScienceGenerative AiArtificial IntelligenceNatural Language ProcessingAimlDeep Learning,4-6 Yrs,Hybrid - Hyderabad,,3+ weeks ago
Urgent hiring For Data Scientist,360DigiTMG,3.9,Deep LearningVideo AnalyticsArtificial IntelligenceNeural NetworksComputer VisionMachine LearningMachineHiring,4-6 Yrs,Hyderabad,,6 days ago
Staff Engineer - Machine Learning,Barry Callebaut,3.7,Artificial IntelligenceMachine learningData structuresSystem designData processingOperationsInventoryMonitoring,4-8 Yrs,Hyderabad,,3+ weeks ago
